690 files	Cell Line	Factor	UCSC Accession	Size	Additional Details
Download	HA-sp	CTCF	wgEncodeEH000989	964 KB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000974; quality=good; tableName=wgEncodeAwgTfbsUwHaspCtcfUniPk; md5sum=af96346f175c0def4d6a85119e337c96;
Download	HAc	CTCF	wgEncodeEH001893	1018 KB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH002165; quality=good; tableName=wgEncodeAwgTfbsUwHacCtcfUniPk; md5sum=d2bf0b5df8104a1472207e04dae05e92;
Download	HBMEC	CTCF	wgEncodeEH000981	1.1 MB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000940; quality=good; tableName=wgEncodeAwgTfbsUwHbmecCtcfUniPk; md5sum=8cd776aab533865a47e1d8d9902faa07;
Download	HCFaa	CTCF	wgEncodeEH000982	788 KB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000944; quality=good; tableName=wgEncodeAwgTfbsUwHcfaaCtcfUniPk; md5sum=f3c675fcf14976b689b720a0c790201c;
Download	HCM	CTCF	wgEncodeEH001894	985 KB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000946; quality=good; tableName=wgEncodeAwgTfbsUwHcmCtcfUniPk; md5sum=c8cb8cfaaf2eceafa14a74c93c7ccfe0;
Download	HCPEpiC	CTCF	wgEncodeEH000983	1.2 MB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000948; quality=good; tableName=wgEncodeAwgTfbsUwHcpeCtcfUniPk; md5sum=4e3f317377f685033b34454a207d0660;
Download	HCT-116	CTCF	wgEncodeEH002055	1005 KB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000950; quality=good; tableName=wgEncodeAwgTfbsUwHct116CtcfUniPk; md5sum=5353919b8dec58898d42391ed013ed3b;
Download	HCT-116	POLR2A	wgEncodeEH000651	269 KB	lab=USC; view=Peaks; treatment=None; antibody=Pol2; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000627; quality=good; tableName=wgEncodeAwgTfbsSydhHct116Pol2UcdUniPk; md5sum=075088fcf5c5875c6bf1323bbe77337b;
Download	HCT-116	POLR2A	wgEncodeEH001627	578 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Pol2-4H8; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL3457; quality=good; tableName=wgEncodeAwgTfbsHaibHct116Pol24h8V0416101UniPk; md5sum=15f37493d37b51c65177ae1b495906e3;
Download	HCT-116	TCF7L2	wgEncodeEH000629	455 KB	lab=USC; view=Peaks; treatment=None; antibody=TCF7L2; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000627; quality=good; tableName=wgEncodeAwgTfbsSydhHct116Tcf7l2UcdUniPk; md5sum=ac5058ecfd1fc6bfcc440e4896d9c249;
Download	HCT-116	YY1	wgEncodeEH001671	242 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=YY1_(SC-281); dataVersion=ENCODE Mar 2012 Freeze; controlId=SL3457; quality=good; tableName=wgEncodeAwgTfbsHaibHct116Yy1sc281V0416101UniPk; md5sum=a7c4ff92c716e79f3ef8c127fe42ad00;
Download	HCT-116	ZBTB33	wgEncodeEH001672	89 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=ZBTB33; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL3457; quality=good; tableName=wgEncodeAwgTfbsHaibHct116Zbtb33V0416101UniPk; md5sum=acd8aa4365658be2011cb25eb63447a4;
Download	HEEpiC	CTCF	wgEncodeEH000984	949 KB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000952; quality=good; tableName=wgEncodeAwgTfbsUwHeeCtcfUniPk; md5sum=d42b3453cc61f009d66daad361f71452;
Download	HEK293	CTCF	wgEncodeEH000396	1.0 MB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000464; quality=good; tableName=wgEncodeAwgTfbsUwHek293CtcfUniPk; md5sum=85054a5025553ab029c7eb16c94dcbc4;
Download	HEK293	ELK4	wgEncodeEH001773	38 KB	lab=USC; view=Peaks; treatment=None; antibody=ELK4; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001777; quality=caution; tableName=wgEncodeAwgTfbsSydhHek293Elk4UcdUniPk; md5sum=4a9f2a2c7e96a3be3d50e98409100c27;
Download	HEK293	KAP1	wgEncodeEH001779	488 KB	lab=USC; view=Peaks; treatment=None; antibody=KAP1; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001777; quality=good; tableName=wgEncodeAwgTfbsSydhHek293Kap1UcdUniPk; md5sum=29c47059885ae91580a24a1a442939a6;
Download	HEK293	POLR2A	wgEncodeEH000632	224 KB	lab=Yale; view=Peaks; treatment=None; antibody=Pol2; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000631; quality=caution; tableName=wgEncodeAwgTfbsSydhHek293Pol2UniPk; md5sum=fffbfad26ae2db5c4cb9eb5e0c5144e4;
Download	HEK293	TCF7L2	wgEncodeEH002022	222 KB	lab=USC; view=Peaks; treatment=None; antibody=TCF7L2; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001777; quality=good; tableName=wgEncodeAwgTfbsSydhHek293Tcf7l2UcdUniPk; md5sum=40cf4b06b75c5b084e9a437539a2546d;
Download	HEK293-T-REx	ZNF263	wgEncodeEH001781	610 KB	lab=USC; view=Peaks; treatment=None; antibody=ZNF263; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001784; quality=good; tableName=wgEncodeAwgTfbsSydhHek293tZnf263UcdUniPk; md5sum=99db092425d0b1eb7a00c005957e5238;
Download	HFF	CTCF	wgEncodeEH002547	664 KB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH002043; quality=good; tableName=wgEncodeAwgTfbsUwHffCtcfUniPk; md5sum=76988280676da733c00a245afa4eba60;
Download	HFF-Myc	CTCF	wgEncodeEH001895	887 KB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001896; quality=good; tableName=wgEncodeAwgTfbsUwHffmycCtcfUniPk; md5sum=2762b1415d57a6f7e9dc651d7c117340;
Download	HL-60	CTCF	wgEncodeEH000397	367 KB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000465; quality=caution; tableName=wgEncodeAwgTfbsUwHl60CtcfUniPk; md5sum=eef68584ff8dcb0b52c12fd8c667c179;
Download	HMEC	CTCF	wgEncodeEH000075	812 KB	lab=Broad; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000093; quality=good; tableName=wgEncodeAwgTfbsBroadHmecCtcfUniPk; md5sum=9f9ea4a4f934cc31a7e980e28782b9b2;
Download	HMEC	CTCF	wgEncodeEH000419	1.1 MB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000466; quality=good; tableName=wgEncodeAwgTfbsUwHmecCtcfUniPk; md5sum=ac4ed4cab8826219ccf1d2e5438bcb06;
Download	HMEC	EZH2	wgEncodeEH002412	111 KB	lab=Broad; view=Peaks; treatment=None; antibody=EZH2_(39875); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000093; quality=good; tableName=wgEncodeAwgTfbsBroadHmecEzh239875UniPk; md5sum=36b254d12a4cadbc3df5f1f75f11b8bf;
Download	HMF	CTCF	wgEncodeEH000985	1.0 MB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000956; quality=good; tableName=wgEncodeAwgTfbsUwHmfCtcfUniPk; md5sum=5587acb9938999f2fb9b52f709aab47b;
Download	HPAF	CTCF	wgEncodeEH000986	1.2 MB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000958; quality=good; tableName=wgEncodeAwgTfbsUwHpafCtcfUniPk; md5sum=7c1f759f880355afdb463e62fb746496;
Download	HPF	CTCF	wgEncodeEH000987	1023 KB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000960; quality=good; tableName=wgEncodeAwgTfbsUwHpfCtcfUniPk; md5sum=af8bed120515fa75d115fc25bfb0be23;
Download	HRE	CTCF	wgEncodeEH000405	807 KB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000467; quality=good; tableName=wgEncodeAwgTfbsUwHreCtcfUniPk; md5sum=a5945bf2825f85bbbbb23283b343fcaa;
Download	HRPEpiC	CTCF	wgEncodeEH000988	1.1 MB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000962; quality=good; tableName=wgEncodeAwgTfbsUwHrpeCtcfUniPk; md5sum=ae569b1d439679d752eb0c58de423a89;
Download	HSMM	CTCF	wgEncodeEH000110	1.0 MB	lab=Broad; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000119; quality=good; tableName=wgEncodeAwgTfbsBroadHsmmCtcfUniPk; md5sum=aa35b6aca0ec6291b06f5092bbf28746;
Download	HSMM	EZH2	wgEncodeEH002415	41 KB	lab=Broad; view=Peaks; treatment=None; antibody=EZH2_(39875); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000119; quality=caution; tableName=wgEncodeAwgTfbsBroadHsmmEzh239875UniPk; md5sum=f1c913ea1a49b8a26432bd246129ab86;
Download	HSMMtube	CTCF	wgEncodeEH001000	940 KB	lab=Broad; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001001; quality=good; tableName=wgEncodeAwgTfbsBroadHsmmtCtcfUniPk; md5sum=e275a8b5cfc026a0a02968ceffb0e0ae;
Download	HSMMtube	EZH2	wgEncodeEH003083	54 KB	lab=Broad; view=Peaks; treatment=None; antibody=EZH2_(39875); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001001; quality=good; tableName=wgEncodeAwgTfbsBroadHsmmtEzh239875UniPk; md5sum=107ae42da4de4296fdd139159360fabc;
Download	HUVEC	CTCF	wgEncodeEH000054	749 KB	lab=Broad; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000060; quality=good; tableName=wgEncodeAwgTfbsBroadHuvecCtcfUniPk; md5sum=dfa7721f5c4fd49269a51a6cd548d4d3;
Download	HUVEC	CTCF	wgEncodeEH000410	729 KB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000468; quality=good; tableName=wgEncodeAwgTfbsUwHuvecCtcfUniPk; md5sum=825cd2ae4dfd05d46fe48ada8d867b6f;
Download	HUVEC	CTCF	wgEncodeEH000551	871 KB	lab=UT-A; view=Peaks; treatment=None; antibody=CTCF; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000550; quality=good; tableName=wgEncodeAwgTfbsUtaHuvecCtcfUniPk; md5sum=d86a2a26f5e8a7352354e14e3fe21cf1;
Download	HUVEC	EZH2	wgEncodeEH003084	158 KB	lab=Broad; view=Peaks; treatment=None; antibody=EZH2_(39875); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000060; quality=good; tableName=wgEncodeAwgTfbsBroadHuvecEzh239875UniPk; md5sum=23975b5d801c80820642d0baad00946f;
Download	HUVEC	FOS	wgEncodeEH001774	919 KB	lab=USC; view=Peaks; treatment=None; antibody=c-Fos; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001759; quality=good; tableName=wgEncodeAwgTfbsSydhHuvecCfosUcdUniPk; md5sum=5fec06e3ffd68f310d0e99f53a31807b;
Download	HUVEC	GATA2	wgEncodeEH001758	547 KB	lab=USC; view=Peaks; treatment=None; antibody=GATA-2; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001759; quality=good; tableName=wgEncodeAwgTfbsSydhHuvecGata2UcdUniPk; md5sum=4b52d38750acb52fe524c67fbb0b2dab;
Download	HUVEC	JUN	wgEncodeEH000719	667 KB	lab=Stanford; view=Peaks; treatment=None; antibody=c-Jun; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000780; quality=good; tableName=wgEncodeAwgTfbsSydhHuvecCjunUniPk; md5sum=3fd7dfa2fae6c52a4e38e405e56df22c;
Download	HUVEC	MAX	wgEncodeEH000768	198 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Max; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000780; quality=good; tableName=wgEncodeAwgTfbsSydhHuvecMaxUniPk; md5sum=9a3e2b1031fd8769ce008adf50c6daec;
Download	HUVEC	MYC	wgEncodeEH000561	96 KB	lab=UT-A; view=Peaks; treatment=None; antibody=c-Myc; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000550; quality=good; tableName=wgEncodeAwgTfbsUtaHuvecCmycUniPk; md5sum=aa586fa790a884342b6db3b68d3a174c;
Download	HUVEC	POLR2A	wgEncodeEH000061	124 KB	lab=Broad; view=Peaks; treatment=None; antibody=Pol2(b); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000060; quality=caution; tableName=wgEncodeAwgTfbsBroadHuvecPol2bUniPk; md5sum=ba8dac58099796eb72d62dfb20dcd3b2;
Download	HUVEC	POLR2A	wgEncodeEH000552	349 KB	lab=UT-A; view=Peaks; treatment=None; antibody=Pol2; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000550; quality=good; tableName=wgEncodeAwgTfbsUtaHuvecPol2UniPk; md5sum=fe720eabdcf1c91f787ec6f05dc2bbef;
Download	HUVEC	POLR2A	wgEncodeEH000702	253 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Pol2; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000780; quality=good; tableName=wgEncodeAwgTfbsSydhHuvecPol2UniPk; md5sum=fb769b4d9619e3b711f5032d0d90c469;
Download	HUVEC	POLR2A	wgEncodeEH002297	407 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Pol2; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1106; quality=good; tableName=wgEncodeAwgTfbsHaibHuvecPol2Pcr1xUniPk; md5sum=f44ef24463753b53451a94dd1dfe1356;
Download	HUVEC	POLR2A	wgEncodeEH002298	613 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=Pol2-4H8; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL1106; quality=good; tableName=wgEncodeAwgTfbsHaibHuvecPol24h8V0416101UniPk; md5sum=b637ead78ba66712abc5b04c8cb8abab;
Download	HVMF	CTCF	wgEncodeEH002056	890 KB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000964; quality=good; tableName=wgEncodeAwgTfbsUwHvmfCtcfUniPk; md5sum=59fcc576cbadcd3776b8a0a3cf26867c;
Download	HeLa-S3	BDP1	wgEncodeEH000763	13 KB	lab=Harvard; view=Peaks; treatment=None; antibody=BDP1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000612; quality=caution; tableName=wgEncodeAwgTfbsSydhHelas3Bdp1UniPk; md5sum=daa7df10bb26a3f65ad51f7db69a4878;
Download	HeLa-S3	BRCA1	wgEncodeEH001814	206 KB	lab=Stanford; view=Peaks; treatment=None; antibody=BRCA1_(A300-000A); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000744; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3Brca1a300IggrabUniPk; md5sum=10dc704cac27f2226fe172c6f9e34b8d;
Download	HeLa-S3	BRF1	wgEncodeEH000764	5.3 KB	lab=Harvard; view=Peaks; treatment=None; antibody=BRF1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000612; quality=caution; tableName=wgEncodeAwgTfbsSydhHelas3Brf1UniPk; md5sum=f979d03369827a50022bd58a0a684a22;
Download	HeLa-S3	BRF2	wgEncodeEH000765	8.1 KB	lab=Harvard; view=Peaks; treatment=None; antibody=BRF2; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000612; quality=caution; tableName=wgEncodeAwgTfbsSydhHelas3Brf2UniPk; md5sum=618c49f2aa4923449445bf832e9d679b;
Download	HeLa-S3	CEBPB	wgEncodeEH001815	1.2 MB	lab=Stanford; view=Peaks; treatment=None; antibody=CEBPB; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000744; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3CebpbIggrabUniPk; md5sum=e80311620b8faab6ccf7903254a9fd64;
Download	HeLa-S3	CHD2	wgEncodeEH002027	498 KB	lab=Stanford; view=Peaks; treatment=None; antibody=CHD2_(AB68301); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000744; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3Chd2IggrabUniPk; md5sum=08f0187f7232317de523d65c52ebbc69;
Download	HeLa-S3	CTCF	wgEncodeEH000398	724 KB	lab=UW; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000469; quality=good; tableName=wgEncodeAwgTfbsUwHelas3CtcfUniPk; md5sum=4c59204089b2f11327ccd38d6816d532;
Download	HeLa-S3	CTCF	wgEncodeEH000541	1.1 MB	lab=UT-A; view=Peaks; treatment=None; antibody=CTCF; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000539; quality=good; tableName=wgEncodeAwgTfbsUtaHelas3CtcfUniPk; md5sum=9aad0a709e71379bb6f774cfcf736d13;
Download	HeLa-S3	CTCF	wgEncodeEH001012	1018 KB	lab=Broad; view=Peaks; treatment=None; antibody=CTCF; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001013; quality=good; tableName=wgEncodeAwgTfbsBroadHelas3CtcfUniPk; md5sum=79856d2db27ecc4773d8bc2940c71fce;
Download	HeLa-S3	E2F1	wgEncodeEH000688	241 KB	lab=USC; view=Peaks; treatment=None; antibody=HA-E2F1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000612; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3Hae2f1UniPk; md5sum=e5465b06bf8d46382b73e5c7a767f5c1;
Download	HeLa-S3	E2F1	wgEncodeEH000699	126 KB	lab=USC; view=Peaks; treatment=None; antibody=E2F1; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000612; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3E2f1UniPk; md5sum=8285272d09e10cd4e671c551566a0112;
Download	HeLa-S3	E2F4	wgEncodeEH000689	71 KB	lab=USC; view=Peaks; treatment=None; antibody=E2F4; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000612; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3E2f4UniPk; md5sum=90694dfbbccfd9e82b60b7f6cfdffeaa;
Download	HeLa-S3	E2F6	wgEncodeEH000692	115 KB	lab=USC; view=Peaks; treatment=None; antibody=E2F6; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000612; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3E2f6UniPk; md5sum=ec1676853a290a1eae885d671fe2d314;
Download	HeLa-S3	ELK1	wgEncodeEH002864	125 KB	lab=Stanford; view=Peaks; treatment=None; antibody=ELK1_(1277-1); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000744; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3Elk112771IggrabUniPk; md5sum=a87540d0fc91fff2b25dbf07d77c75a3;
Download	HeLa-S3	ELK4	wgEncodeEH001753	132 KB	lab=USC; view=Peaks; treatment=None; antibody=ELK4; control=UCDavis; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001754; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3Elk4UcdUniPk; md5sum=bbfddf2a0b1d6c66e320b2cc5d1ca369;
Download	HeLa-S3	EP300	wgEncodeEH001820	595 KB	lab=Stanford; view=Peaks; treatment=None; antibody=p300_(SC-584); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000744; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3P300sc584sc584IggrabUniPk; md5sum=71c9e1f84e7e6b53bd8056aef31782e9;
Download	HeLa-S3	EZH2	wgEncodeEH003086	36 KB	lab=Broad; view=Peaks; treatment=None; antibody=EZH2_(39875); control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH001013; quality=caution; tableName=wgEncodeAwgTfbsBroadHelas3Ezh239875UniPk; md5sum=b7a828303da7d90b30f55dc05aea1f4c;
Download	HeLa-S3	FAM48A	wgEncodeEH001855	91 KB	lab=Stanford; view=Peaks; treatment=None; antibody=SPT20; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000612; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3Spt20UniPk; md5sum=3d5c1917b978f0c1d93cb03c3a5aa2ea;
Download	HeLa-S3	FOS	wgEncodeEH000647	228 KB	lab=Yale; view=Peaks; treatment=None; antibody=c-Fos; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000612; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3CfosUniPk; md5sum=c53f8f15c23202502f78501ab63cd54d;
Download	HeLa-S3	GABPA	wgEncodeEH001504	151 KB	lab=HudsonAlpha; view=Peaks; treatment=None; antibody=GABP; dataVersion=ENCODE Mar 2012 Freeze; controlId=SL592; quality=good; tableName=wgEncodeAwgTfbsHaibHelas3GabpPcr1xUniPk; md5sum=454e7d371c6b40585a4a7083465af0e4;
Download	HeLa-S3	GTF2F1	wgEncodeEH001816	296 KB	lab=Stanford; view=Peaks; treatment=None; antibody=GTF2F1_(AB28179); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000744; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3Gtf2f1ab28179IggrabUniPk; md5sum=d12bcf922eb72658b1a937f2ab7d6acd;
Download	HeLa-S3	GTF3C2	wgEncodeEH000747	69 KB	lab=Harvard; view=Peaks; treatment=None; antibody=TFIIIC-110; control=std; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000612; quality=caution; tableName=wgEncodeAwgTfbsSydhHelas3Tf3c110UniPk; md5sum=2ad5881558af559e6b3c5d5439bbf6f5;
Download	HeLa-S3	IRF3	wgEncodeEH001788	42 KB	lab=Stanford; view=Peaks; treatment=None; antibody=IRF3; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000744; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3Irf3IggrabUniPk; md5sum=01242ee345d779ea92342c034b51b305;
Download	HeLa-S3	JUN	wgEncodeEH000746	528 KB	lab=Stanford; view=Peaks; treatment=None; antibody=c-Jun; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000744; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3CjunIggrabUniPk; md5sum=e0061a7728a831ab7ef4d86b8f91760c;
Download	HeLa-S3	JUND	wgEncodeEH000745	733 KB	lab=Stanford; view=Peaks; treatment=None; antibody=JunD; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000744; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3JundIggrabUniPk; md5sum=1d16850c532312c2f2369ba3d9fc61be;
Download	HeLa-S3	MAFK	wgEncodeEH002856	357 KB	lab=Stanford; view=Peaks; treatment=None; antibody=MafK_(ab50322); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000744; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3MafkIggrabUniPk; md5sum=25a008e8433faa2d67b3805bc05be6c3;
Download	HeLa-S3	MAX	wgEncodeEH002830	725 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Max; control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000744; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3MaxIggrabUniPk; md5sum=17b3abada4823de2be244480eb7e475c;
Download	HeLa-S3	MAZ	wgEncodeEH002855	340 KB	lab=Stanford; view=Peaks; treatment=None; antibody=MAZ_(ab85725); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000744; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3Mazab85725IggrabUniPk; md5sum=607de9cdcbadcbbe8e5e22216095ff8d;
Download	HeLa-S3	MXI1	wgEncodeEH001826	303 KB	lab=Stanford; view=Peaks; treatment=None; antibody=Mxi1_(AF4185); control=IgG-rab; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000744; quality=good; tableName=wgEncodeAwgTfbsSydhHelas3Mxi1af4185IggrabUniPk; md5sum=a94fc8b5b76f5023573583ff397dafb2;
Download	HeLa-S3	MYC	wgEncodeEH000542	64 KB	lab=UT-A; view=Peaks; treatment=None; antibody=c-Myc; dataVersion=ENCODE Mar 2012 Freeze; controlId=wgEncodeEH000539; quality=good; tableName=wgEncodeAwgTfbsUtaHelas3CmycUniPk; md5sum=851e25bca2c865028e128d174d8a3e0e;
